43	4.84081	1	4	-9.656e-005
43	4.84081	1	5	-8.77e-006
43	4.84081	2	2	-0.0005521
43	4.84081	2	3	-0.00031964
43	4.84081	2	4	-4.7225e-005
43	4.84081	2	5	-4.305e-006
43	4.84081	3	3	-0.00013736
43	4.84081	3	4	2.155e-006
43	4.84081	3	5	1.95e-007
43	4.84081	4	4	1.376e-005
43	4.84081	4	5	1.25e-006
43	4.84081	5	5	1.2e-007
44	4.94722	1	1	5.073e-005
44	4.94722	1	2	-9.4875e-005
44	4.94722	1	3	-0.000108695
44	4.94722	1	4	-2.388e-005
44	4.94722	1	5	-2.15e-006
44	4.94722	2	2	-6.924e-005
44	4.94722	2	3	-1.4505e-005
44	4.94722	2	4	2.1935e-005
44	4.94722	2	5	1.88e-006
44	4.94722	3	3	4.103e-005
44	4.94722	3	4	3.017e-005
44	4.94722	3	5	2.62e-006
44	4.94722	4	4	9.87e-006
44	4.94722	4	5	8.7e-007
44	4.94722	5	5	8e-008
45	4.99957	1	1	9.765e-005
45	4.99957	1	2	-0.000171745
45	4.99957	1	3	-0.000182885
45	4.99957	1	4	-4.445e-005
45	4.99957	1	5	-3.58e-006
45	4.99957	2	2	-0.00029855
45	4.99957	2	3	-0.000139885
45	4.99957	2	4	3.95e-007
45	4.99957	2	5	7.35e-007
45	4.99957	3	3	-1.342e-005
45	4.99957	3	4	2.4005e-005
45	4.99957	3	5	2.49e-006
45	4.99957	4	4	1.073e-005
45	4.99957	4	5	9.9e-007
45	4.99957	5	5	9e-008
46	5.05138	1	1	5.294e-005
46	5.05138	1	2	0.00040756
46	5.05138	1	3	0.00028638
46	5.05138	1	4	4.943e-005
46	5.05138	1	5	4.365e-006
46	5.05138	2	2	0.00019335
46	5.05138	2	3	-4.263e-005
46	5.05138	2	4	-5.854e-005
46	5.05138	2	5	-5.285e-006
46	5.05138	3	3	-0.00016703
46	5.05138	3	4	-6.728e-005
46	5.05138	3	5	-6.04e-006
46	5.05138	4	4	-1.882e-005
46	5.05138	4	5	-1.7e-006
46	5.05138	5	5	-1.5e-007
47	5.10266	1	1	5.318e-005
47	5.10266	1	2	-0.0004437
47	5.10266	1	3	-0.000349825
47	5.10266	1	4	-6.117e-005
47	5.10266	1	5	-5.28e-006
47	5.10266	2	2	-0.00043733
47	5.10266	2	3	-9.927e-005
47	5.10266	2	4	2.7395e-005
47	5.10266	2	5	2.97e-006
47	5.10266	3	3	0.00010392
47	5.10266	3	4	4.897e-005
47	5.10266	3	5	4.66e-006
47	5.10266	4	4	1.302e-005
47	5.10266	4	5	1.22e-006
47	5.10266	5	5	1.1e-007
